
list-none-m,1,1000,1,3000,3070027,1023,50
list-none-m,2,1000,1,6000,16237885,2706,3658
list-none-m,4,1000,1,12000,45190689,3765,12962
list-none-m,8,1000,1,24000,118127563,4921,33704
list-none-m,12,1000,1,36000,193863368,5385,53071
list-none-m,16,1000,1,48000,275264128,5734,80222
list-none-m,24,1000,1,72000,489588544,6799,149576
list-none-s,1,1000,1,3000,3064546,1021,45
list-none-s,2,1000,1,6000,8387939,1397,1491
list-none-s,4,1000,1,12000,25007196,2083,6234
list-none-s,8,1000,1,24000,126419214,5267,42004
list-none-s,12,1000,1,36000,316647825,8795,115953
list-none-s,16,1000,1,48000,454208334,9462,155459
list-none-s,24,1000,1,72000,1320209982,18336,520442
list-id-none,1,1,4,3,118379,39459,65
list-id-none,1,2,4,6,103743,17290,39
list-id-none,1,4,4,12,88984,7415,22
list-id-none,1,8,4,24,100565,4190,11
list-id-none,1,16,4,48,141393,2945,6
list-id-none,4,1,4,12,126694,10557,67
list-id-none,4,2,4,24,143366,5973,37
list-id-none,8,1,4,24,261034,10876,45
list-id-none,8,2,4,48,251121,5231,22
list-id-none,12,1,4,36,348823,9689,36
list-id-none,16,1,4,48,472711,9848,34
list-id-none,16,2,4,96,457693,4767,22
list-id-s,1,10,4,30,127856,4261,61
list-id-s,1,20,4,60,136213,2270,52
list-id-s,1,40,4,120,282679,2355,48
list-id-s,1,80,4,240,710090,2958,47
list-id-s,4,10,4,120,201553,1679,1211
list-id-s,4,20,4,240,397036,1654,3093
list-id-s,4,40,4,480,1066888,2222,5078
list-id-s,4,80,4,960,3401335,3543,9188
list-id-s,8,10,4,240,386803,1611,5363
list-id-s,8,20,4,480,1031150,2148,12170
list-id-s,8,40,4,960,3315830,3453,25226
list-id-s,8,80,4,1920,11446207,5961,43933
list-id-s,12,10,4,360,1247515,3465,30651
list-id-s,12,20,4,720,2117630,2941,34898
list-id-s,12,40,4,1440,6803739,4724,61382
list-id-s,12,80,4,2880,23218588,8062,103734
list-id-s,16,10,4,480,1213777,2528,3730
list-id-s,16,20,4,960,8455872,8808,166407
list-id-s,16,40,4,1920,37256162,19404,385361
list-id-s,16,80,4,3840,83073007,21633,429345
list-id-m,1,10,4,30,129876,4329,145
list-id-m,1,20,4,60,140331,2338,99
list-id-m,1,40,4,120,285863,2382,71
list-id-m,1,80,4,240,661483,2756,55
list-id-m,4,10,4,120,262698,2189,2800
list-id-m,4,20,4,240,437944,1824,3237
list-id-m,4,40,4,480,1334174,2779,7501
list-id-m,4,80,4,960,3911648,4074,10675
list-id-m,8,10,4,240,1407373,5864,3495
list-id-m,8,20,4,480,1229627,2561,17630
list-id-m,8,40,4,960,3386057,3527,26145
list-id-m,8,80,4,1920,10526330,5482,41663
list-id-m,12,10,4,360,910910,2530,22534
list-id-m,12,20,4,720,2400412,3333,40505
list-id-m,12,40,4,1440,7027632,4880,63754
list-id-m,12,80,4,2880,23046981,8002,105514
list-id-m,16,10,4,480,1446427,3013,40021
list-id-m,16,20,4,960,3722992,3878,67098
list-id-m,16,40,4,1920,11557474,6019,113259
list-id-m,16,80,4,3840,89132676,23211,451557
list-none-m,1,1000,4,3000,1029266,343,53
list-none-m,1,1000,8,3000,706863,235,49
list-none-m,1,1000,16,3000,539743,179,49
list-none-m,2,1000,4,6000,5424263,904,816
list-none-m,2,1000,8,6000,4220167,703,584
list-none-m,2,1000,16,6000,3379657,563,433
list-none-m,4,1000,4,12000,13574880,1131,2592
list-none-m,4,1000,8,12000,8034835,669,1243
list-none-m,4,1000,16,12000,6292434,524,945
list-none-m,8,1000,4,24000,40353029,1681,12193
list-none-m,8,1000,8,24000,18451788,768,4194
list-none-m,8,1000,16,24000,12909001,537,2241
list-none-m,12,1000,4,36000,79670609,2213,29277
list-none-m,12,1000,8,36000,38116507,1058,10348
list-none-m,12,1000,16,36000,20829735,578,4674
list-none-s,1,1000,4,3000,1004533,334,45
list-none-s,1,1000,8,3000,682782,227,45
list-none-s,1,1000,16,3000,521349,173,46
list-none-s,2,1000,4,6000,3114828,519,460
list-none-s,2,1000,8,6000,2298721,383,365
list-none-s,2,1000,16,6000,2141427,356,373
list-none-s,4,1000,4,12000,9224968,768,1910
list-none-s,4,1000,8,12000,5115965,426,818
list-none-s,4,1000,16,12000,3273056,272,457
list-none-s,8,1000,4,24000,23620384,984,6505
list-none-s,8,1000,8,24000,11937653,497,2462
list-none-s,8,1000,16,24000,7728675,322,1262
list-none-s,12,1000,4,36000,45113204,1253,14101
list-none-s,12,1000,8,36000,20186862,560,4884
list-none-s,12,1000,16,36000,11274088,313,2113
